COD_PROVINCIA,PROVINCIA,year,rental_homes,municipalities,municipal_rent_q25,municipal_rent_q75,rent_eur_month,municipal_spread_eur
42,Soria,2023,4143,15,300.0,409.433962264151,462.5368090755491,109.43396226415098
42,Soria,2024,4305,15,313.1330128205128,420.55232558139534,493.04970963995356,107.41931276088252
43,Tarragona,2011,22227,70,335.5712414018998,428.6078274760383,424.21509875376796,93.03658607413854
43,Tarragona,2012,23457,76,323.1081953004623,421.83547173738515,410.1100311207742,98.72727643692286
43,Tarragona,2013,25223,77,312.0,405.0,396.48654006264127,93.0
43,Tarragona,2014,27630,79,303.59715025906735,400.0,388.09580166485705,96.40284974093265
43,Tarragona,2015,30558,86,305.41412037037037,403.0980021598272,387.2345048759736,97.68388178945685
43,Tarragona,2016,33485,89,300.0,409.0940017905103,393.5242944602061,109.09400179051028
43,Tarragona,2017,36102,90,312.25,423.0297044519267,402.2181596587447,110.7797044519267
43,Tarragona,2018,38965,94,308.25,425.10088333841003,412.73776466059286,116.85088333841003
43,Tarragona,2019,42358,96,325.63,456.0945861409739,437.08156664620617,130.4645861409739
43,Tarragona,2020,44350,95,350.0,473.40274214949136,450.681916572717,123.40274214949136
43,Tarragona,2021,46378,100,350.0,470.67857142857144,459.68526025270603,120.67857142857144
43,Tarragona,2022,47489,96,361.5116822429907,490.2613778054863,478.6768514813957,128.74969556249562
43,Tarragona,2023,49543,102,352.41666666666663,504.65098201793023,499.3087620854611,152.2343153512636
43,Tarragona,2024,50807,105,376.47058823529414,525.0,523.1720432223906,148.52941176470586
44,Teruel,2011,3023,18,259.9642857142857,309.2894736842105,351.19847833278203,49.3251879699248
44,Teruel,2012,2999,18,259.015625,299.21875,330.23641213737915,40.203125
44,Teruel,2013,3020,18,242.3998447204969,295.08076923076925,314.67980132450333,52.68092451027235
44,Teruel,2014,3147,19,246.14285714285714,295.7977528089888,308.80743565300287,49.65489566613164
44,Teruel,2015,3392,21,230.0,281.7699115044248,303.09375,51.76991150442478
44,Teruel,2016,3635,20,247.2826086956522,281.7274998169973,305.52544704264096,34.44489112134511
44,Teruel,2017,3919,20,227.7406743185079,281.22352568167406,313.6055116101046,53.48285136316616
44,Teruel,2018,4173,22,250.1184210526316,300.0,321.4239156482147,49.88157894736841
44,Teruel,2019,4590,24,257.28319579894975,300.0,339.00217864923746,42.71680420105025
44,Teruel,2020,4862,27,258.73049645390074,300.0,350.2733443027561,41.26950354609926
44,Teruel,2021,5011,25,261.8536585365854,303.8796296296296,356.12153262821795,42.025971093044234
44,Teruel,2022,5096,26,270.2631578947368,324.3181818181818,368.7103610675039,54.05502392344499
44,Teruel,2023,5490,32,282.2957920792079,328.8058608058608,388.16684881602913,46.51006872665289
44,Teruel,2024,5638,30,289.0072463768116,349.34438775510205,406.38754877616174,60.337141378290426
45,Toledo,2011,10352,81,290.0,420.4347826086956,420.96319551777435,130.43478260869563
45,Toledo,2012,10727,79,281.12573099415204,400.0,398.56399738976415,118.87426900584796
45,Toledo,2013,11434,82,261.3611111111111,366.2845417236662,369.82132237187335,104.92343061255514
45,Toledo,2014,12650,86,251.90604026845637,349.5930679020074,356.6386561264822,97.68702763355105
45,Toledo,2015,14175,90,257.0254010695187,336.74395161290323,352.56557319223987,79.71855054338454
45,Toledo,2016,15855,101,263.4,327.0,358.2559444970041,63.60000000000002
45,Toledo,2017,17914,103,263.2701674277017,335.08012968967114,361.4624316177291,71.80996226196942
45,Toledo,2018,19875,108,268.10084541062804,350.0,371.8120754716981,81.89915458937196
45,Toledo,2019,22867,116,275.97587719298247,377.998743718593,397.6636200638475,102.02286652561054
45,Toledo,2020,24836,123,290.1190476190476,381.5882352941177,412.0805685295539,91.46918767507009
45,Toledo,2021,26149,126,289.09375,398.0,428.24390990095225,108.90625
45,Toledo,2022,27507,129,300.0,420.7792207792208,441.93176282400844,120.7792207792208
45,Toledo,2023,29535,133,300.0,414.7889447236181,466.49686812256647,114.7889447236181
45,Toledo,2024,31226,137,303.05,446.0,490.07324024851084,142.95
46,Valencia/Valéncia,2011,54857,125,298.20359281437123,382.0,414.84505167982206,83.79640718562877
46,Valencia/Valéncia,2012,57788,127,286.7979559748428,366.5970149253732,397.84187028448815,79.79905895053037
46,Valencia/Valéncia,2013,62427,130,276.5,352.1112299465241,376.7468242907716,75.61122994652408
46,Valencia/Valéncia,2014,69555,139,276.30551643192484,348.1893004115226,373.56192940838184,71.88378397959775
46,Valencia/Valéncia,2015,78684,150,260.08928571428567,346.0916030534351,372.3756290986732,86.00231733914944
46,Valencia/Valéncia,2016,87247,161,266.0,350.0,375.79415911148806,84.0
46,Valencia/Valéncia,2017,95963,166,267.0626166044776,355.2297359888837,387.4666486041495,88.16711938440608
46,Valencia/Valéncia,2018,103751,172,279.79545454545456,367.30962640099625,409.0160962303978,87.51417185554169
46,Valencia/Valéncia,2019,112579,180,297.01978260869566,398.87820512820514,446.8910898124872,101.85842251950947
46,Valencia/Valéncia,2020,119432,186,300.0,404.49264705882354,460.9050338267801,104.49264705882354
46,Valencia/Valéncia,2021,127483,194,304.2077075971731,420.0,486.5123192896308,115.79229240282689
46,Valencia/Valéncia,2022,133942,195,311.8252427184466,449.6287061994609,516.1040077048275,137.80346348101432
46,Valencia/Valéncia,2023,142915,198,325.0806451612903,474.85428674351584,546.0715460238604,149.77364158222554
46,Valencia/Valéncia,2024,149388,197,350.0,508.24386920980925,590.9759150668059,158.24386920980925
47,Valladolid,2011,14255,28,320.2999021526419,431.25940167511214,424.4224482637671,110.95949952247025
47,Valladolid,2012,14757,28,321.3776041666667,421.20675390322066,415.53432269431454,99.82914973655397
47,Valladolid,2013,15530,29,297.531914893617,404.8333333333333,399.6748873148744,107.30141843971631
47,Valladolid,2014,16803,28,299.5,392.3428308823529,392.67934297446885,92.84283088235293
47,Valladolid,2015,18439,32,291.3645320197044,375.59542586750786,392.04588101307013,84.23089384780343
47,Valladolid,2016,20136,34,305.12241054613935,396.40517241379314,395.26226658720697,91.28276186765379
47,Valladolid,2017,21705,34,309.41684284707543,399.64912280701753,404.0230361667818,90.2322799599421
47,Valladolid,2018,23198,35,304.42857142857144,398.6768345323741,414.9403396844556,94.24826310380263
47,Valladolid,2019,24744,37,310.85714285714283,414.95604395604397,438.1391044293566,104.09890109890114
47,Valladolid,2020,25781,36,343.9583333333333,433.38926174496646,446.49338660253676,89.43092841163315
47,Valladolid,2021,26730,36,340.8125,441.0173985086992,460.8830527497194,100.20489850869922
47,Valladolid,2022,27478,38,339.1733870967742,434.5646514066049,477.3211660237281,95.39126430983072
47,Valladolid,2023,28713,40,348.5,443.08670520231215,487.50266429840144,94.58670520231215
47,Valladolid,2024,29847,39,362.9759396540512,468.84396809571285,514.6899520889872,105.86802844166164
48,Bizkaia,2024,36648,77,560.0,696.0597014925373,743.2672724296006,136.05970149253733
49,Zamora,2011,3018,7,262.5,315.6586889301175,338.8131212723658,53.15868893011748
49,Zamora,2012,2934,6,296.64285714285717,308.7067586206897,338.49965916837084,12.06390147783253
49,Zamora,2013,3018,6,299.09758551307846,321.71296296296293,337.1613651424785,22.615377449884477
49,Zamora,2014,3218,7,301.8820754716981,327.80433632998415,329.8511497824736,25.92226085828605
49,Zamora,2015,3395,7,302.84972170686456,327.2753067779043,324.38438880706923,24.425585071039734
49,Zamora,2016,3621,8,297.28600481669787,322.9755633463576,329.14167357083676,25.689558529659735
49,Zamora,2017,3896,9,301.6133540372671,350.9840166782488,339.2320328542094,49.37066264098172
49,Zamora,2018,4061,10,303.4333821376281,349.9170246780644,339.6436838217188,46.483642540436335
49,Zamora,2019,4434,12,317.6744222955815,362.87285407725324,347.41835814163284,45.19843178167173
49,Zamora,2020,4713,14,271.60483870967744,364.77500243451163,351.13812858052194,93.1701637248342
49,Zamora,2021,4851,13,307.02702702702703,370.3448275862069,362.47639661925376,63.31780055917989
49,Zamora,2022,5033,13,330.0,372.28,369.3699582753825,42.27999999999997
49,Zamora,2023,5362,14,288.7631578947369,398.42537313432837,385.50671391271914,109.66221523959149
49,Zamora,2024,5612,16,287.44,385.84195226438186,394.0666429080542,98.40195226438186
50,Zaragoza,2011,35724,46,293.3777777777778,398.75,440.041400738999,105.3722222222222
50,Zaragoza,2012,36892,47,277.7510366826156,378.4248120300752,431.9767971375908,100.67377534745958
50,Zaragoza,2013,38131,49,274.57575757575756,366.33663366336634,401.05924313550656,91.76087608760878
50,Zaragoza,2014,40278,52,264.90421554252197,377.53616924476796,391.71954913352204,112.631953702246
50,Zaragoza,2015,42611,53,263.1320754716981,362.0,391.3762408767689,98.8679245283019
50,Zaragoza,2016,45695,57,270.0,362.0,391.87252434620854,92.0
50,Zaragoza,2017,48979,56,267.45594262295083,377.0652173913044,391.9544498662692,109.60927476835354
50,Zaragoza,2018,52632,63,266.3888888888889,370.0000516662361,405.1545257637939,103.6111627773472
50,Zaragoza,2019,55823,66,284.45496245835614,390.0,437.60908586066677,105.54503754164386
50,Zaragoza,2020,58514,70,298.25,415.4096385542169,443.01315924394163,117.15963855421688
50,Zaragoza,2021,60736,72,300.0,400.75,461.40875263435197,100.75
50,Zaragoza,2022,62089,74,301.89112903225805,415.7765447443182,484.11179113852694,113.88541571206014
50,Zaragoza,2023,64833,72,316.95755597014926,432.9605263157895,495.38751870189566,116.00297034564022
50,Zaragoza,2024,66802,76,311.9867256637168,445.0473098330241,531.1239783240022,133.06058416930728
51,Ceuta,2011,1129,1,543.7980513728963,543.7980513728963,543.7980513728963,0.0
51,Ceuta,2012,1303,1,564.5249424405218,564.5249424405218,564.5249424405218,0.0
51,Ceuta,2013,1464,1,546.3934426229508,546.3934426229508,546.3934426229508,0.0
51,Ceuta,2014,1621,1,546.407156076496,546.407156076496,546.407156076496,0.0
51,Ceuta,2015,1842,1,551.2475570032574,551.2475570032574,551.2475570032574,0.0
51,Ceuta,2016,1960,1,569.9285714285714,569.9285714285714,569.9285714285714,0.0
51,Ceuta,2017,2063,1,568.5341735336888,568.5341735336888,568.5341735336888,0.0
51,Ceuta,2018,2164,1,582.1996303142329,582.1996303142329,582.1996303142329,0.0
51,Ceuta,2019,2261,1,585.0950906678461,585.0950906678461,585.0950906678461,0.0
51,Ceuta,2020,2305,1,605.5505422993492,605.5505422993492,605.5505422993492,0.0
51,Ceuta,2021,2427,1,624.6868562010712,624.6868562010712,624.6868562010712,0.0
51,Ceuta,2022,2465,1,637.0993914807302,637.0993914807302,637.0993914807302,0.0
51,Ceuta,2023,2560,1,628.37890625,628.37890625,628.37890625,0.0
51,Ceuta,2024,2612,1,649.406584992343,649.406584992343,649.406584992343,0.0
52,Melilla,2011,1318,1,467.9423368740516,467.9423368740516,467.9423368740516,0.0
52,Melilla,2012,1471,1,476.68252889191024,476.68252889191024,476.68252889191024,0.0
52,Melilla,2013,1701,1,478.71840094062316,478.71840094062316,478.71840094062316,0.0
52,Melilla,2014,1869,1,479.63081861958267,479.63081861958267,479.63081861958267,0.0
52,Melilla,2015,2020,1,484.12079207920794,484.12079207920794,484.12079207920794,0.0
52,Melilla,2016,2249,1,484.6616273899511,484.6616273899511,484.6616273899511,0.0
52,Melilla,2017,2365,1,506.94714587737843,506.94714587737843,506.94714587737843,0.0
52,Melilla,2018,2508,1,513.6363636363636,513.6363636363636,513.6363636363636,0.0
52,Melilla,2019,2641,1,531.900795153351,531.900795153351,531.900795153351,0.0
52,Melilla,2020,2793,1,535.7454350161117,535.7454350161117,535.7454350161117,0.0
52,Melilla,2021,2861,1,551.3278573925201,551.3278573925201,551.3278573925201,0.0
52,Melilla,2022,2955,1,573.0504230118444,573.0504230118444,573.0504230118444,0.0
52,Melilla,2023,3007,1,582.0419022281344,582.0419022281344,582.0419022281344,0.0
52,Melilla,2024,3161,1,582.9167984814932,582.9167984814932,582.9167984814932,0.0
